idx,subject,task,repetition,assisted,assistance,time,avg_dist,avg_force
143,I,Training1,9,True,0.25,24.91370000000001,0.0023104206363388,0.257460689874729
192,P,Training1,0,False,1.0,47.59739999999999,0.0044977599916731,0.4231632474437519
193,P,Training1,1,False,1.0,38.19190000000003,0.002026537866842,0.2253351586802039
194,P,Training1,10,False,0.25,10.193730000000002,0.0029867342752326,0.4246076266106038
195,P,Training1,11,False,0.25,8.819599999999994,0.00351511790027,0.4983533286649155
196,P,Training1,2,False,1.0,26.357399999999984,0.0023745079706408,0.2312970665321334
197,P,Training1,3,False,0.75,37.310296,0.002189261558074,0.2483991585400968
198,P,Training1,4,False,0.75,27.541499999999985,0.0024734044316291,0.2815734479434604
199,P,Training1,5,False,0.75,28.0623,0.0019163154473007,0.2160789166871295
200,P,Training1,6,False,0.5,27.004400000000004,0.0020658591460681,0.1782488200112049
201,P,Training1,7,False,0.5,27.22620000000001,0.0016445168195803,0.1078337264055781
202,P,Training1,8,False,0.5,20.65390000000002,0.0017815793541508,0.1368411948582841
203,P,Training1,9,False,0.25,15.302841,0.0025126150224249,0.3447868792989293
252,S,Training1,0,False,1.0,36.42930000000001,0.0043571664805525,0.5590617120866553
253,S,Training1,1,False,1.0,28.658900000000017,0.0031876766145057,0.4246480084844792
254,S,Training1,10,False,0.25,19.623699999999985,0.0021529542636836,0.1526410273139515
255,S,Training1,11,False,0.25,14.806799999999953,0.0023920557772467,0.2591320730681584
256,S,Training1,2,False,1.0,22.829999999999984,0.0025152659572525,0.2288111211625273
257,S,Training1,3,False,0.75,24.000789999999995,0.0030301186042875,0.3984593021520718
258,S,Training1,4,False,0.75,12.65610000000001,0.0037062510068044,0.4422222773696816
259,S,Training1,5,False,0.75,15.033900000000015,0.0030212558119849,0.3788735385467454
260,S,Training1,6,False,0.5,21.106193,0.0022077525522742,0.243846775209641
261,S,Training1,7,False,0.5,15.970299999999996,0.0032946252966962,0.3720600108994382
262,S,Training1,8,False,0.5,28.972700000000003,0.0028664469609675,0.3008195688685504
263,S,Training1,9,False,0.25,22.18340000000001,0.0021642119861523,0.2001807975795331
312,V,Training1,0,True,1.0,24.561800000000005,0.0063566170665103,0.4902381252110768
313,V,Training1,1,True,1.0,19.867000000000075,0.0043867139595216,0.4497696527488047
314,V,Training1,10,True,0.25,25.71709999999996,0.0022905626470218,0.227488783350138
315,V,Training1,11,True,0.25,23.47199999999998,0.0020712073943128,0.1461391991705369
316,V,Training1,2,True,1.0,19.89569999999992,0.0019727887676642,0.1936256979218135
317,V,Training1,3,True,0.75,37.8108,0.0066794646980702,0.512592559461142
318,V,Training1,4,True,0.75,21.339599,0.0029989733949009,0.3940438728167518
319,V,Training1,5,True,0.75,24.00570000000002,0.0022361593038265,0.1787448270179393
320,V,Training1,6,True,0.5,29.05236,0.0046789739398108,0.4065662478645686
321,V,Training1,7,True,0.5,28.745700000000028,0.0022811017219483,0.2415529502900376
322,V,Training1,8,True,0.5,24.10020000000003,0.0031921608583267,0.3759078255563011
323,V,Training1,9,True,0.25,33.58280000000002,0.0036590521338171057,0.4719280254095226
